issue_title,issue_html_url,issue_pr_html_url,pr_title,bug_symptom_type,bug_symptom_detail,bug_root_cause_type,bug_root_cause_detail,repo,issue_create_date,issue_close_date,issue_duration_days,issue_comment_count,fix_change_loc,fix_change_file_count
OAuth metadata endpoint returns 404 after upgrading to MCP 1.17+,https://github.com/PrefectHQ/fastmcp/issues/2123,https://github.com/PrefectHQ/fastmcp/pull/2122,Upgrade to MCP 1.17+ with RFC 9728 compliance,Negotiation Failure,Discovery Failure,Integration & Environment Errors,Dependency Version Incompatibility,PrefectHQ/fastmcp,2025-10-17T01:59:06Z,2025-10-17T13:27:51Z,0.48,1,103,8
OpenAPI 3.0: Nullable enum fields cause validation error when returning null,https://github.com/PrefectHQ/fastmcp/issues/2082,https://github.com/PrefectHQ/fastmcp/pull/2093,Fix nullable enum validation in OpenAPI converter,Execution Error,Data Validation Failure,Protocol & Specification Violations,External Specification Handling Error,PrefectHQ/fastmcp,2025-10-13T15:11:02Z,2025-10-15T13:30:31Z,1.93,0,134,2
AzureProvider fails on idp token exchange,https://github.com/PrefectHQ/fastmcp/issues/2420,https://github.com/PrefectHQ/fastmcp/pull/2506,Fix Azure provider OIDC scope handling,Negotiation Failure,Authentication Failure,Authentication & Authorization Defects,Vendor/Client Implementation Inconsistency,PrefectHQ/fastmcp,2025-11-14T13:58:56Z,2025-12-01T18:42:37Z,17.2,2,254,3
Fix explicit server entrypoint documentation,https://github.com/PrefectHQ/fastmcp/issues/2045,https://github.com/PrefectHQ/fastmcp/pull/2046,fix: wrong server name in explicit server entrypoint doc,Execution Error,Documentation-Behavior Mismatch,Documentation & Usability Defects,Outdated or Erroneous Documentation,PrefectHQ/fastmcp,2025-10-10T04:09:48Z,2025-10-10T20:27:54Z,0.68,0,2,1
Data URI icons do not render properly on OAuth consent screen owing to CSP violation,https://github.com/PrefectHQ/fastmcp/issues/2404,https://github.com/PrefectHQ/fastmcp/pull/2405,Update CSP to allow data URI images on OAuth screens,Execution Error,Documentation-Behavior Mismatch,Framework Implementation Defects,Core Functionality Logic Error,PrefectHQ/fastmcp,2025-11-10T03:08:11Z,2025-11-15T15:30:32Z,5.52,0,10,3
/.well-known/oauth-protected-resource returns 404 while /.well-known/oauth-protected-resource/mcp returns 200,https://github.com/PrefectHQ/fastmcp/issues/2077,https://github.com/PrefectHQ/fastmcp/pull/2122,Upgrade to MCP 1.17+ with RFC 9728 compliance,Negotiation Failure,Discovery Failure,Protocol & Specification Violations,External Specification Handling Error,PrefectHQ/fastmcp,2025-10-12T21:03:49Z,2025-10-17T13:28:23Z,4.68,4,103,8
Bug: stop loading the .env file automatically on package import. This causes parsing errors when the .env file is used for other purposes.,https://github.com/PrefectHQ/fastmcp/issues/2018,https://github.com/PrefectHQ/fastmcp/pull/2036,Support customizable env file location,Deployment Failure,Deployment Failure,Framework Implementation Defects,Core Functionality Logic Error,PrefectHQ/fastmcp,2025-10-07T16:59:19Z,2025-10-09T20:12:24Z,2.13,5,38,12
"Validation error with `int | None` union type: ""not valid under any of the given schemas""",https://github.com/PrefectHQ/fastmcp/issues/2040,https://github.com/PrefectHQ/fastmcp/pull/2073,Add Pydantic-compatible input validation,Execution Error,Data Validation Failure,Framework Implementation Defects,Data Processing & Validation Error,PrefectHQ/fastmcp,2025-10-09T18:23:07Z,2025-10-14T18:49:31Z,5.02,7,1044,9
"When servers initialize, they send the MCP SDK's version back",https://github.com/PrefectHQ/fastmcp/issues/2007,https://github.com/PrefectHQ/fastmcp/pull/2022,Default to FastMCP version when server version not specified,Negotiation Failure,MCP Protocol Error,Framework Implementation Defects,Core Functionality Logic Error,PrefectHQ/fastmcp,2025-10-05T18:30:29Z,2025-10-08T23:57:31Z,3.23,4,14,3
Can't access `request_context` in `on_request` middleware methods in 2.13,https://github.com/PrefectHQ/fastmcp/issues/2393,https://github.com/PrefectHQ/fastmcp/pull/2400,Handle request_context availability during MCP initialization,Execution Error,Documentation-Behavior Mismatch,Framework Implementation Defects,Error/Exception Handling Defect,PrefectHQ/fastmcp,2025-11-07T03:39:04Z,2025-11-15T15:50:25Z,8.51,3,136,3
The documentation is generated for unreleased code,https://github.com/PrefectHQ/fastmcp/issues/2015,https://github.com/PrefectHQ/fastmcp/pull/2029,Add version badge to on_initialize docs,Unexpected Side Effects,User Extensibility Issue,Documentation & Usability Defects,Outdated or Erroneous Documentation,PrefectHQ/fastmcp,2025-10-07T01:03:57Z,2025-10-09T00:10:13Z,1.96,1,6,1
Add `Any` annotation to args and kwargs,https://github.com/PrefectHQ/fastmcp/issues/1989,https://github.com/PrefectHQ/fastmcp/pull/1994,Add Any annotations to args and kwargs,Execution Error,Silent Error,Framework Implementation Defects,Type Error,PrefectHQ/fastmcp,2025-10-03T01:43:21Z,2025-10-03T20:05:51Z,0.77,3,51,6
Consent submit route doesn't respect subpath prefix,https://github.com/PrefectHQ/fastmcp/issues/2380,https://github.com/PrefectHQ/fastmcp/pull/2382,Fix consent form action for subpath mounting,Negotiation Failure,Transport Layer Error,Framework Implementation Defects,Core Functionality Logic Error,PrefectHQ/fastmcp,2025-11-05T23:37:33Z,2025-11-06T01:20:39Z,0.07,1,29,3
Regression in SSE transport introduced in 2.12.1,https://github.com/PrefectHQ/fastmcp/issues/1903,https://github.com/PrefectHQ/fastmcp/pull/1953,Fix SSE endpoint accepting POST requests instead of returning 405,Negotiation Failure,Transport Layer Error,Framework Implementation Defects,Core Functionality Logic Error,PrefectHQ/fastmcp,2025-09-23T14:06:37Z,2025-09-30T00:13:00Z,6.42,7,113,6
Type Coercion - Discussion #1381,https://github.com/PrefectHQ/fastmcp/issues/1946,https://github.com/PrefectHQ/fastmcp/pull/2073,Add Pydantic-compatible input validation,Execution Error,Data Validation Failure,Framework Implementation Defects,Data Processing & Validation Error,PrefectHQ/fastmcp,2025-09-29T13:10:18Z,2025-10-14T18:49:31Z,15.24,14,1044,9
Hard to configure rich traceback num frames,https://github.com/PrefectHQ/fastmcp/issues/2356,https://github.com/PrefectHQ/fastmcp/pull/2381,Fix duplicate keyword argument error in configure_logging,Deployment Failure,Deployment Failure,Framework Implementation Defects,Core Functionality Logic Error,PrefectHQ/fastmcp,2025-11-03T18:20:05Z,2025-11-06T15:11:17Z,2.87,2,50,2
Improper types for `ctx.sample`,https://github.com/PrefectHQ/fastmcp/issues/1881,https://github.com/PrefectHQ/fastmcp/pull/1882,Small updates to Sampling types,Unexpected Side Effects,User Extensibility Issue,Framework Implementation Defects,Type Error,PrefectHQ/fastmcp,2025-09-21T17:41:42Z,2025-09-22T13:11:35Z,0.81,0,11,1
Chrome Blocks OAuth Consent Form Due to CSP Redirect Chain Issue,https://github.com/PrefectHQ/fastmcp/issues/2302,https://github.com/PrefectHQ/fastmcp/pull/2305,Fix Chrome CSP blocking OAuth consent form with custom protocol redirects,Negotiation Failure,Authentication Failure,Authentication & Authorization Defects,OAuth/JWT Protocol Violation,PrefectHQ/fastmcp,2025-10-29T15:01:27Z,2025-10-29T18:04:57Z,0.13,0,14,1
Wrong count of routes in log message,https://github.com/PrefectHQ/fastmcp/issues/1899,https://github.com/PrefectHQ/fastmcp/pull/1928,Fix route count logging in OpenAPI server,Execution Error,Documentation-Behavior Mismatch,Framework Implementation Defects,Data Processing & Validation Error,PrefectHQ/fastmcp,2025-09-23T06:48:37Z,2025-09-26T15:54:58Z,3.38,0,6,1
OAuthProxy created dynamic client scope not honored,https://github.com/PrefectHQ/fastmcp/issues/1859,https://github.com/PrefectHQ/fastmcp/pull/1860,Honor client supplied scopes during registration,Unexpected Side Effects,User Extensibility Issue,Authentication & Authorization Defects,Incomplete Authentication Flow,PrefectHQ/fastmcp,2025-09-18T20:34:59Z,2025-09-19T17:36:16Z,0.88,2,2,1
Microsoft Entra OAuth Error: The 'resource' request parameter is not supported.,https://github.com/PrefectHQ/fastmcp/issues/1846,https://github.com/PrefectHQ/fastmcp/pull/1891,"Azure (Entra) OAuth: Validate token against FastMCP app, not Graph.",Negotiation Failure,Authentication Failure,Authentication & Authorization Defects,Vendor/Client Implementation Inconsistency,PrefectHQ/fastmcp,2025-09-17T14:04:14Z,2025-10-08T13:06:37Z,20.96,3,411,3
Experimental OpenAPI parser ignores query param descriptions,https://github.com/PrefectHQ/fastmcp/issues/1876,https://github.com/PrefectHQ/fastmcp/pull/1877,Fix: Preserve OpenAPI parameter descriptions in experimental parser,Negotiation Failure,Discovery Failure,Framework Implementation Defects,Server-Tool Interaction Logic Error,PrefectHQ/fastmcp,2025-09-21T11:48:02Z,2025-09-21T14:43:51Z,0.12,1,26,2
OAuth operational routes for auth.providers created at base_url but declared to be at issuer_url in /.well-known/oauth-authorization-server,https://github.com/PrefectHQ/fastmcp/issues/2287,https://github.com/PrefectHQ/fastmcp/pull/2353,Fix OAuth metadata endpoint URLs when base_url differs from issuer_url,Negotiation Failure,Discovery Failure,Authentication & Authorization Defects,OAuth/JWT Protocol Violation,PrefectHQ/fastmcp,2025-10-28T12:36:26Z,2025-11-04T15:38:43Z,7.13,1,108,2
Incorrect typing for read_resource middleware method,https://github.com/PrefectHQ/fastmcp/issues/1851,https://github.com/PrefectHQ/fastmcp/pull/1858,fix: correct typing for on_read_resource middleware method,Deployment Failure,Deployment Failure,Framework Implementation Defects,Type Error,PrefectHQ/fastmcp,2025-09-17T22:53:48Z,2025-09-19T17:13:01Z,1.76,2,5,1
`OIDCProxy` and opaque tokens,https://github.com/PrefectHQ/fastmcp/issues/2278,https://github.com/PrefectHQ/fastmcp/pull/2279,Add custom token verifier support to OIDCProxy,Negotiation Failure,Authentication Failure,Authentication & Authorization Defects,Vendor/Client Implementation Inconsistency,PrefectHQ/fastmcp,2025-10-27T16:00:23Z,2025-10-27T17:38:21Z,0.07,4,183,3
log_level in fastmcp.json not used,https://github.com/PrefectHQ/fastmcp/issues/1825,https://github.com/PrefectHQ/fastmcp/pull/1840,Add log level support for stdio and HTTP transports,Deployment Failure,Deployment Failure,Framework Implementation Defects,Core Functionality Logic Error,PrefectHQ/fastmcp,2025-09-15T08:43:49Z,2025-09-19T17:46:31Z,4.38,5,299,7
Handle $ref in additionalProperties,https://github.com/PrefectHQ/fastmcp/issues/1729,https://github.com/PrefectHQ/fastmcp/pull/1735,feat(experimental/openapi): replace $ref in additionalProperties; add tests,Execution Error,Data Processing and Parsing Error,Protocol & Specification Violations,External Specification Handling Error,PrefectHQ/fastmcp,2025-09-03T05:23:28Z,2025-09-19T17:35:46Z,16.51,0,107,2
Azure scope fails,https://github.com/PrefectHQ/fastmcp/issues/1663,https://github.com/PrefectHQ/fastmcp/pull/1891,"Azure (Entra) OAuth: Validate token against FastMCP app, not Graph.",Negotiation Failure,Authentication Failure,Authentication & Authorization Defects,Vendor/Client Implementation Inconsistency,PrefectHQ/fastmcp,2025-08-28T22:43:12Z,2025-10-08T13:06:37Z,40.6,19,411,3
Install commands assume `fastmcp` is globally available,https://github.com/PrefectHQ/fastmcp/issues/1768,https://github.com/PrefectHQ/fastmcp/pull/1769,Clean up uvenvironment and ensure `uv run --with fastmcp` is used by install commands,Deployment Failure,Deployment Failure,Framework Implementation Defects,Core Functionality Logic Error,PrefectHQ/fastmcp,2025-09-06T16:10:10Z,2025-09-06T18:21:57Z,0.09,0,202,16
There's something wrong somewhere,https://github.com/PrefectHQ/fastmcp/issues/2238,https://github.com/PrefectHQ/fastmcp/pull/2241,Async FileResource and DirectoryResource,Connection Termination,Connection Termination,Framework Implementation Defects,Error/Exception Handling Defect,PrefectHQ/fastmcp,2025-10-24T19:49:37Z,2025-10-24T23:25:16Z,0.15,3,54,1
Server Auth providers not loaded,https://github.com/PrefectHQ/fastmcp/issues/1700,https://github.com/PrefectHQ/fastmcp/pull/1710,refactor: replace auth provider registry with ImportString,Deployment Failure,Deployment Failure,Framework Implementation Defects,Core Functionality Logic Error,PrefectHQ/fastmcp,2025-09-01T16:34:35Z,2025-09-02T12:31:53Z,0.83,1,602,29
Issue connecting google oauth to Claude Desktop,https://github.com/PrefectHQ/fastmcp/issues/1628,https://github.com/PrefectHQ/fastmcp/pull/1661,Fix OAuth redirect URI validation for DCR compatibility,Negotiation Failure,Authentication Failure,Authentication & Authorization Defects,Incomplete Authentication Flow,PrefectHQ/fastmcp,2025-08-25T23:28:16Z,2025-08-28T19:19:57Z,2.83,4,141,5
TypeError: AzureProvider.__init__() got an unexpected keyword argument 'jwt_signing_key',https://github.com/PrefectHQ/fastmcp/issues/2208,https://github.com/PrefectHQ/fastmcp/pull/2222,Expose OAuth token management parameters across all providers,Deployment Failure,Deployment Failure,Framework Implementation Defects,Core Functionality Logic Error,PrefectHQ/fastmcp,2025-10-22T15:42:50Z,2025-10-23T01:51:38Z,0.42,1,296,13
"Mixing text and images in output, changes the return item order",https://github.com/PrefectHQ/fastmcp/issues/1656,https://github.com/PrefectHQ/fastmcp/pull/1704,Preserve order in mixed text/image tool returns,Execution Error,Data Processing and Parsing Error,Framework Implementation Defects,Data Processing & Validation Error,PrefectHQ/fastmcp,2025-08-28T09:02:03Z,2025-09-06T18:22:30Z,9.39,5,257,5
$defs are deleted from input schemas in TransformedTool.from_tool method.,https://github.com/PrefectHQ/fastmcp/issues/1598,https://github.com/PrefectHQ/fastmcp/pull/1578,Fix $defs being discarded in input schema of transformed tool,Negotiation Failure,Discovery Failure,Framework Implementation Defects,Data Processing & Validation Error,PrefectHQ/fastmcp,2025-08-23T18:18:24Z,2025-08-25T15:56:31Z,1.9,3,289,2
AWS Cognito Provider and HTTP Deployment issues,https://github.com/PrefectHQ/fastmcp/issues/2139,https://github.com/PrefectHQ/fastmcp/pull/2150,Make CORS opt-in via middleware parameter,Negotiation Failure,Transport Layer Error,Integration & Environment Errors,Integration Failure with Frameworks,PrefectHQ/fastmcp,2025-10-19T07:13:02Z,2025-10-20T19:33:14Z,1.51,7,105,3
Redirect URI not registered for client - Claude ,https://github.com/PrefectHQ/fastmcp/issues/1564,https://github.com/PrefectHQ/fastmcp/pull/1661,Fix OAuth redirect URI validation for DCR compatibility,Negotiation Failure,Authentication Failure,Authentication & Authorization Defects,Incomplete Authentication Flow,PrefectHQ/fastmcp,2025-08-21T07:47:19Z,2025-08-27T13:51:54Z,6.25,3,141,5
fastmcp.json schema is not available on gofastmcp.com,https://github.com/PrefectHQ/fastmcp/issues/1573,https://github.com/PrefectHQ/fastmcp/pull/1607,Implement typed source system for FastMCP declarative configuration,Negotiation Failure,Discovery Failure,Documentation & Usability Defects,Outdated or Erroneous Documentation,PrefectHQ/fastmcp,2025-08-21T20:42:21Z,2025-08-24T20:32:38Z,2.99,0,3258,36
"`from_openapi()` fails to convert nested schema definitions, causing PointerToNowhere errors",https://github.com/PrefectHQ/fastmcp/issues/2087,https://github.com/PrefectHQ/fastmcp/pull/2092,Fix experimental parser missing top-level response schemas (#2087),Execution Error,Data Processing and Parsing Error,Protocol & Specification Violations,External Specification Handling Error,PrefectHQ/fastmcp,2025-10-14T17:37:41Z,2025-10-14T22:31:31Z,0.2,5,80,2
"in list_resource_templates results, mcp server name is just recorded in ResourceTemplate.uriTemplate then danger in mis-operation at next action.",https://github.com/PrefectHQ/fastmcp/issues/1390,https://github.com/PrefectHQ/fastmcp/pull/1423,Ensure resource + template names are properly prefixed when importing/mounting,Execution Error,Data Processing and Parsing Error,Framework Implementation Defects,Server-Tool Interaction Logic Error,PrefectHQ/fastmcp,2025-08-07T07:32:08Z,2025-08-09T01:29:08Z,1.75,1,244,11
Settings class field has both default and default_factory,https://github.com/PrefectHQ/fastmcp/issues/1377,https://github.com/PrefectHQ/fastmcp/pull/1380,Fix Settings field with both default and default_factory,Deployment Failure,Deployment Failure,Integration & Environment Errors,Dependency Version Incompatibility,PrefectHQ/fastmcp,2025-08-05T15:38:32Z,2025-08-06T13:38:01Z,0.92,3,11,1
`json_response` parameter not accepted by `run()` method,https://github.com/PrefectHQ/fastmcp/issues/2070,https://github.com/PrefectHQ/fastmcp/pull/2071,Fix: add missing json_response parameter to `run_http_async`,Deployment Failure,Deployment Failure,Framework Implementation Defects,Core Functionality Logic Error,PrefectHQ/fastmcp,2025-10-11T19:26:27Z,2025-10-11T21:17:54Z,0.08,0,3,1
